Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2019
Data downloaded on 12-April-2023
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Marion County,Oregon,41047,29134.5,24574.5,33791.8
York County,Pennsylvania,42133,29149.4,21252.4,38273.5
St. Charles County,Missouri,29183,29429.5,23644.3,35966.2
Adams County,Colorado,08001,29469.3,25201.9,34485.4
Waukesha County,Wisconsin,55133,29519.4,22847.1,36806.7
St. Lucie County,Florida,12111,29673.4,24246.2,35954
Butler County,Ohio,39017,29874.4,23541.7,37204.7
Nueces County,Texas,48355,29875.5,25261.5,34598.8
Solano County,California,06095,29907.6,22029.2,40451.1
Allen County,Indiana,18003,30036.7,25469.9,35100.9
Spartanburg County,South Carolina,45083,30057.6,25552.7,34711.8
Richland County,South Carolina,45079,30184.9,25372.2,35737.2
Ada County,Idaho,16001,30474.1,25717.8,36180.3
Prince William County,Virginia,51153,30671.1,25243,36622.5
Hillsborough County,New Hampshire,33011,30691,27760.1,34027.8
Sonoma County,California,06097,30757.1,21959.4,40171.1
Tulare County,California,06107,31074.1,22907.6,40212.7
Hampden County,Massachusetts,25013,31302.2,26011.6,36943.6
Chesterfield County,Virginia,51041,31545.4,26889.9,36565.7
Galveston County,Texas,48167,31951.6,27493,36253.2
Virginia Beach City,Virginia,51810,32102.4,27017.7,37419.5
Onondaga County,New York,36067,32123.1,26810.3,38194.8
Lorain County,Ohio,39093,32318.5,25432.8,39895.1
Stark County,Ohio,39151,32506.1,26354.3,39420.2
Polk County,Iowa,19153,32512.5,28932.3,36613.5
Charleston County,South Carolina,45019,32574.8,27800.9,37555.7
Madison County,Alabama,01089,32634.3,26308.9,39588.1
Brazoria County,Texas,48039,32768.3,27434.3,39493
Forsyth County,North Carolina,37067,33143.9,25008.1,41581
Orleans Parish,Louisiana,22071,33544.1,27391,40865.2
Denver County,Colorado,08031,33995,29086.3,39233.9
Escambia County,Florida,12033,34139.6,28763.4,40314.6
Williamson County,Texas,48491,34314.5,28311.8,41076.3
Osceola County,Florida,12097,34661,28826.7,40942.2
Johnson County,Kansas,20091,34774.2,31414.9,38035.7
Pulaski County,Arkansas,05119,34932.7,30678.8,39426.2
Seminole County,Florida,12117,35012.7,27020.2,43629.4
Spokane County,Washington,53063,35634,30232.1,41042.9
El Paso County,Colorado,08041,35830.3,31365.6,40826.5
Ramsey County,Minnesota,27123,35993.4,31707.1,40393
Hamilton County,Tennessee,47065,36043.5,30590.2,42370.9
Clark County,Washington,53011,36367.6,31449.7,41773.8
Cameron County,Texas,48061,36572.4,30168.4,43263.8
Sarasota County,Florida,12115,37202.3,30228.3,45476.1
Arapahoe County,Colorado,08005,37455.5,32529.5,44054
Lake County,Florida,12069,37645.7,31322.4,44609
East Baton Rouge Parish,Louisiana,22033,37648.1,32159,43272.9
Plymouth County,Massachusetts,25023,37686.7,32135.2,44069.1
Washington County,Oregon,41067,37688.8,31947,44411.8
Jefferson Parish,Louisiana,22051,38070.3,30688.1,45222
Horry County,South Carolina,45051,38671.1,33993.7,43753.8
Manatee County,Florida,12081,38775.8,31874.1,46926.5
Delaware County,Pennsylvania,42045,39443.2,29807.4,50854.7
Bristol County,Massachusetts,25005,39981.3,33756.2,46424
Kane County,Illinois,17089,40196.9,30944.3,48987.7
Marion County,Florida,12083,40223.2,33612.4,47498.3
Richmond County,New York,36085,40387.8,33621.5,47163.6
Lucas County,Ohio,39095,40487.7,35370.7,46379.3
Genesee County,Michigan,26049,41013,35211.6,47211.3
Lake County,Illinois,17097,41281.5,32285.9,51713
Knox County,Tennessee,47093,41538.8,35195.5,49097.9
Stanislaus County,California,06099,41697.4,32135,51892.4
Douglas County,Nebraska,31055,42440,38974.2,46596.4
Mobile County,Alabama,01097,42765,38202.7,47776.8
Guilford County,North Carolina,37081,43062.5,32755,53892.5
Lancaster County,Pennsylvania,42071,43854.4,32650.9,56141.9
Bernalillo County,New Mexico,35001,44103.1,38953.4,50303.3
Montgomery County,Texas,48339,44110.1,35287,54575.9
Sedgwick County,Kansas,20173,44112.6,40770.8,48026.7
Pinal County,Arizona,04021,44663,39323.4,50024.4
Greenville County,South Carolina,45045,44688.9,38542.1,51575.8
District Of Columbia,District of Columbia,11001,45313.6,42033.5,48451.3
New Castle County,Delaware,10003,45784.6,41718.7,50313.8
Anne Arundel County,Maryland,24003,45788.4,41060.1,50872.8
Norfolk County,Massachusetts,25021,46321.1,39462.7,54037.9
Multnomah County,Oregon,41051,46347.4,40064.2,53632.9
Summit County,Ohio,39153,46724.1,38958,55225.3
Kent County,Michigan,26081,46779,39625.2,54016.8
Davidson County,Tennessee,47037,47650,37760.1,57985.6
Lake County,Indiana,18089,48269.5,42151,53775.6
Pasco County,Florida,12101,48666.7,39104.3,59001.9
Cobb County,Georgia,13067,48882.9,40022.4,57638.4
Suffolk County,Massachusetts,25025,50473.8,43295.5,58116.7
Montgomery County,Ohio,39113,51467.2,43370.1,61009.5
Providence County,Rhode Island,44007,51801.2,48293.7,54914.7
Will County,Illinois,17197,52194.6,41615.4,64607.8
Essex County,Massachusetts,25009,52462.9,44732,60285.1
Tulsa County,Oklahoma,40143,52600.9,45691.6,60201
San Joaquin County,California,06077,52660.4,42133.6,66453.6
Fairfield County,Connecticut,09001,52939.7,47875.1,58115.7
Fairfax County,Virginia,51059,55367.5,45506.3,65531.4
Baltimore City,Maryland,24510,55899.7,50309.7,61585.5
Ventura County,California,06111,56036.3,43650.1,68948.9
Monroe County,New York,36055,56201.2,47319.5,64896.8
San Mateo County,California,06081,56602.2,42552.4,72357.4
Denton County,Texas,48121,56735.6,41584.2,73984.7
Worcester County,Massachusetts,25027,56879.4,49154.4,65763.2
Bucks County,Pennsylvania,42017,57115.4,43308.1,70950
Jackson County,Missouri,29095,57769.7,50977.7,65493.3
Snohomish County,Washington,53061,57855,51533.6,64909.4
Collin County,Texas,48085,58153.5,42326.8,75848.6
Montgomery County,Pennsylvania,42091,58693.6,46536.3,71524.5
Dupage County,Illinois,17043,59294.1,47348.2,71125.9
Brevard County,Florida,12009,59781.9,48362.5,71283.2
Dekalb County,Georgia,13089,60140.7,50145.8,71638.3
Westchester County,New York,36119,60643.2,50995.8,70633.7
Fort Bend County,Texas,48157,61208.2,49872.3,73077.8
Volusia County,Florida,12127,61237.2,50342.2,72888.8
El Paso County,Texas,48141,62667.6,52087.6,75379
Salt Lake County,Utah,49035,62799.4,57726.3,68103.7
Hartford County,Connecticut,09003,63842.6,58551.3,69188.8
Kern County,California,06029,64138.4,50676,77778.4
Travis County,Texas,48453,64271.4,55718.6,73829.1
Lee County,Florida,12071,64451.6,53931.7,76392.1
Jefferson County,Alabama,01073,64500.5,57908.4,72040.7
Montgomery County,Maryland,24031,64549.4,58633.2,70842.9
Oklahoma County,Oklahoma,40109,64777.6,58083.1,72109.7
Gwinnett County,Georgia,13135,64915.1,53160.5,77266.6
Hamilton County,Ohio,39061,66334.9,57142.5,76641.1
Pima County,Arizona,04019,66464.7,58551.1,75104.9
San Francisco County,California,06075,66553.9,49623.3,82886.1
Wake County,North Carolina,37183,68749.8,54859,83003.9
Hennepin County,Minnesota,27053,68796.9,62707.6,74956.8
Baltimore County,Maryland,24005,69007.5,63177.4,74895.9
Mecklenburg County,North Carolina,37119,69516.8,54963,85294.1
New Haven County,Connecticut,09009,69835.9,64108.2,75357.4
Hidalgo County,Texas,48215,69998.6,59022.2,81630.7
Jefferson County,Kentucky,21111,70761.6,63502.3,78068
Fulton County,Georgia,13121,71299.7,60683.3,84358
Milwaukee County,Wisconsin,55079,71855.2,62317.8,81838.3
Polk County,Florida,12105,73648.6,62289.2,86462.9
Pierce County,Washington,53053,74484,67396.3,82269.5
Macomb County,Michigan,26099,77218.8,67611,88438
Fresno County,California,06019,77412.4,62015.1,95307.1
Erie County,New York,36029,77734.2,67115.8,89130.9
St. Louis County,Missouri,29189,79188.6,69067.6,88974.1
Pinellas County,Florida,12103,80068.1,64192.9,97761.2
Shelby County,Tennessee,47157,80474.8,65969.7,94741.7
Honolulu County,Hawaii,15003,83443,78489.5,88354.4
Marion County,Indiana,18097,83516.4,75969.4,91305.2
Duval County,Florida,12031,85159.5,71021.9,99853.9
Contra Costa County,California,06013,86569.8,68702.5,105439.2
Middlesex County,Massachusetts,25017,87062.9,77346.1,97769.8
Allegheny County,Pennsylvania,42003,88851.7,75727.3,101061.4
Prince Georges County,Maryland,24033,90558.7,82511.5,98262.3
New York County,New York,36061,90698.2,78420.8,103557.9
Oakland County,Michigan,26125,91059.1,80329.7,103254.3
Alameda County,California,06001,96155.3,76587.5,116179.8
Franklin County,Ohio,39049,99545,87556,112636.3
Cuyahoga County,Ohio,39035,99859.7,85901.1,115175.2
Orange County,Florida,12095,100533.1,84388.1,118303.8
Suffolk County,New York,36103,101662.3,88141.4,117317.3
Nassau County,New York,36059,104094.7,89224.5,119798.5
Hillsborough County,Florida,12057,106085.4,85092.2,129246.5
Sacramento County,California,06067,111350.2,92833,129269.7
Palm Beach County,Florida,12099,121891.8,100581.6,145817.8
Bronx County,New York,36005,128771.7,113368.3,145231.9
King County,Washington,53033,129400,118020.1,141224.1
Santa Clara County,California,06085,133071.8,111848.1,157878.2
Philadelphia County,Pennsylvania,42101,143914.3,128228.6,159428.3
Broward County,Florida,12011,152636.6,125653.2,185891.4
Wayne County,Michigan,26163,155654,141452,170024.8
Tarrant County,Texas,48439,157042.1,133557.9,185792.9
San Bernardino County,California,06071,157380,133656.9,180618.9
Bexar County,Texas,48029,163203.4,137586,190007.1
Kings County,New York,36047,176217.6,156240.8,195407.5
Clark County,Nevada,32003,177787.1,158269.2,198324
Dallas County,Texas,48113,180004.7,149050.9,216550.9
Riverside County,California,06065,182379.5,157928.8,210552.7
Miami-Dade County,Florida,12086,184635.7,151348.9,221870.3
San Diego County,California,06073,202307.7,175269.9,232676.9
Queens County,New York,36081,218820.6,196802,243171.5
Orange County,California,06059,243289.2,205906.7,279127.8
Maricopa County,Arizona,04013,298949.5,276131.7,322146.2
Harris County,Texas,48201,336400.6,290397.6,380895.9
Cook County,Illinois,17031,373912.1,341195.5,408144
Los Angeles County,California,06037,729499.5,661363.3,796273.2
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.
